,KY,MT,ND,Portfolio,WV,WY
279,231506.97405522098,644337.9235509065,514096.307959485,405009.0008371263,149952.46922583866,485151.32939418015
280,218940.92680936083,569137.7575301448,493163.55226197885,376398.59737218433,145178.12648668268,455572.6237727545
281,221829.68317923232,597806.7460404631,467832.4143296332,386823.12068565737,149863.28076152186,496783.47911743633
282,225277.11908238416,611293.7920781833,483396.91774340376,389277.891133697,158926.63877109197,467494.98799342173
283,245363.31292941511,575698.4171516077,477592.8678655313,381331.31009207835,139735.38129641244,468266.57121742517
284,231470.262933049,561241.1508086442,516213.3062640805,379520.2081267355,147180.81008750194,441495.5105404018
285,240306.44886590814,580738.1942834293,488136.05811048084,389164.66161308077,145356.9500630509,491285.6567425345
286,221984.86941157602,579070.7062888542,494750.7521851999,383399.8451617202,146801.67653159695,474391.2213913739
287,245515.1741688078,613625.6290178621,465273.22477683076,387442.3939311495,147654.09703618687,465143.84465606016
288,219093.49613554185,600485.4523420598,509258.181590949,394180.1606425332,144014.87024011198,498048.8029040033
289,220027.61247941747,558055.2824936965,503506.8102052757,373927.7722701442,148266.26562945708,439782.8905428742
290,244813.40539060847,563582.9169354266,489305.52073567774,392422.2084495621,154550.36406961753,509858.8351164798
291,243591.16399854588,574564.9237327231,500937.0316746298,390736.8878595404,148563.7617273993,486027.558164404
292,223947.2183873598,605203.7550874266,480648.38411467616,392024.5893863259,149635.24301888605,500688.3463232809
293,232234.86582657628,621452.4204933301,475812.07187179994,384859.25308443117,141523.22118716623,453273.686043283
294,227515.05973680882,581448.5268560401,493464.65180051944,386806.5364240919,154543.23499554663,477061.20873154426
295,236939.89969424836,605489.1451158102,516005.86386469257,398492.9941153658,155344.50995763403,478685.55194444355
296,239489.93022021305,562581.0819181765,489751.21893739264,391963.62764670246,147556.49150669912,520439.41565103084
297,236846.95188481614,598729.5259782637,492793.39393175254,389906.5422678173,152699.6115238179,468463.2280204362
298,217765.0597265949,580676.4225598776,519955.2912712298,380485.36097069574,145968.77935587266,438061.25193990365
299,246462.1241818715,573158.9835055922,467957.3461885973,378641.4817371719,155213.48214831125,450415.47266148665
300,223834.33202848912,643873.1587023245,486176.1566069187,391269.437259982,141003.3457253523,461460.1932368252
301,221718.75995827877,552756.858201327,472940.62781359814,376867.49636644864,150486.66261632624,486434.57324271294
302,239598.61536276905,606391.7180465374,469690.81118356803,385083.50306696584,154258.70486454392,455477.6658774107
303,233335.65337722935,623239.9737289832,522505.60159018624,396561.7699691167,155962.8123385209,447764.80881066376
304,234441.63019060594,556486.783018921,493680.46154587815,381965.142808449,155277.087217081,469939.7520697585
305,235417.83607764647,612705.3608811199,510031.94743878214,396371.95695980656,149428.25581312482,474276.3845883595
306,227687.55069175045,582794.1751477743,511947.925624928,389931.5102616041,144739.69052636134,482488.20931720646
307,243220.52833073927,634898.7648360326,527923.9993500031,402632.71566531935,156126.13528765805,450994.15052216355
308,229515.4783565879,621612.2116241542,492732.12446381856,393418.3365529557,164406.3084283253,458825.55989189213
309,251337.67560446105,574253.479785358,498814.770637204,384791.71211284865,153043.6728773712,446508.9616598487
310,233901.82795062874,621827.6380349717,500479.32636804227,396312.43230322585,152508.5597126445,472844.8094498421
311,232188.52716545123,591932.4642873048,488365.0999394814,381378.8307718403,141807.46199402885,452600.6004729352
312,244962.3199552275,641272.7354060311,470940.6378141594,390544.1613350198,154682.33363232866,440862.7798673522
313,238923.5391395424,611699.5423626142,465635.5235905515,385645.8884501328,151394.98477053412,460575.8523874216
314,226236.91625567965,562128.0568002511,489676.8381685114,372511.696479783,154205.7513303445,430310.91984412796
315,226816.35596331538,579490.5433923528,488189.7485169475,382981.70161889703,152511.3327725281,467900.52744934155
316,250183.15551189423,591783.6745772248,513641.38836469065,398801.2818819048,152542.61431129932,485855.57664441486
317,231163.8776167761,568915.6056746119,510457.48331992707,387463.85469238,144097.3891051827,482684.9177454021
318,215094.85943047484,565529.8189805887,470524.66760643065,383999.9469309766,159345.65136333698,509504.7372740516
319,229106.4052015577,558295.0952454858,498940.0638287058,391954.7094809336,164967.29561855659,508464.6875103619
320,245763.9097105259,608484.1254661668,514764.7686591887,395408.8952123205,143961.92831820995,464069.74390751106
321,242984.87641589594,612358.5291015428,515102.62642715336,394841.6446769929,160269.42226821277,443492.7691721596
322,231155.57564357162,579864.1631570098,494150.4406256143,382104.29197678575,152412.5312752193,452938.74918251374
323,242751.87278610357,571604.2033884078,496649.42734556395,384723.39768677065,145265.0326656526,467346.4522481252
324,239475.82041115285,585217.9303489317,518702.4442189511,391248.4246937541,156318.08794528665,456527.8405444483
325,234821.94601693872,597193.0838125701,498711.985000805,394858.7560118701,152409.21806264724,491157.54716638924
326,216312.13475637886,523301.1147890936,519140.5530517071,377029.83308917144,153418.51617780147,472976.84667087597
327,235274.75594059448,552921.9801895487,467531.05737064074,368007.92239251797,152856.53725343975,431455.2812083661
328,224880.4884446694,576071.4534107005,513210.8467215894,392819.2952508077,160241.4224005485,489692.2652765307
329,221800.36716496485,588146.5405981566,486279.50724970497,385126.5075420898,152357.77851769453,477048.344179928
330,234431.59459020285,552203.0847176098,488700.5505085607,372588.34531137155,140542.62392610137,447063.87281438283
331,224455.55165198256,587836.9662069143,481104.1137922725,380327.81356898975,143359.292134159,464883.14405962016
332,223979.59101668978,555467.4466352195,493414.1040700461,376812.74445702694,152661.94773029606,458540.63283288333
333,217272.708603253,572593.1909431969,510494.997864252,391953.5903325298,154790.66790493182,504616.3863470153
334,248037.674687876,578985.2622091344,532825.833746966,400615.9498431975,151474.3615592611,491756.6170127499
335,240605.33689190343,628837.3748532576,487491.92663154245,392719.1245099493,147809.36922200932,458851.6149510336
336,219537.01384206716,618382.1604172846,478607.8682355203,389283.4084761337,158282.5811753948,471607.41871040134
337,228376.5068044744,604802.9040032992,513345.5088930328,394507.7049676276,152664.4084296392,473349.1967076923
338,228991.25399639955,603311.0556224957,494620.0960807902,389342.8222823462,158300.8569893976,461490.8487226478
339,231509.9357839741,626633.3673348576,502342.54301091586,389037.14566343813,147921.11595186105,436778.7662355819
340,232743.2871757052,600761.5177935389,496834.2734918927,397909.12191342807,155960.88238989632,503245.64871610724
341,227566.04585371193,556092.7868036197,498894.10251899046,381739.4971989838,154958.75808122335,471185.7927373735
342,221992.75417833638,496633.69371259154,516285.4693862515,366252.29627212475,143124.16716755714,453225.39691588684
343,224798.7844379236,628716.0539478258,458293.23307030683,387570.99443303177,139348.33920500148,486698.5615041011
344,224992.86187042596,592385.0791416976,467086.64860680746,381031.4302268975,150996.3333218646,469696.2281936914
345,234254.61187706067,598776.9281786121,440918.8726756367,385041.9724008381,152111.3543384141,499148.09493446694
346,237018.1149625764,571591.9284054267,473525.2795646821,374742.4242224953,151505.36611808342,440071.43206170783
347,228007.45778421962,609039.6571987349,512068.69347477437,394488.7518224298,150011.29460703855,473316.65604738164
348,246259.12118192445,633320.8316587901,467579.2199975058,393955.27429698256,143675.21669381947,478941.98195287294
349,223573.58229662443,546127.5726715553,497800.00906600186,373832.73796490673,144796.35281633015,456866.1729740216
350,225642.1446554694,613192.7704406821,445855.10272162035,382018.8834725662,145700.36432814607,479704.03521691303
351,225946.12889321832,591008.7503551691,507898.6948004146,385906.11174932774,152617.81095443727,452059.1737433991
352,233435.43915905931,574063.361922033,496706.56968102447,390288.5405538859,155478.59619023735,491758.7358170752
353,247925.28652242132,561633.8749572661,516190.0620427177,397540.8708489991,161304.4250314457,500650.7056911445
354,250730.1553826246,609106.9008122407,516795.098161637,400216.7354965123,145114.0954225561,479337.42770350317
355,235210.96741126562,523375.6113316174,521249.78384147823,382507.5285138994,145213.30791231646,487487.9720728192
356,230322.80569892316,597508.9022104811,455351.3010535561,373780.5385760128,149524.87967984236,436194.8042372615
357,238251.52584360188,636457.9408741919,522672.04394446337,391730.4880412082,144516.13750951766,416754.792034266
358,220087.4840054356,592954.5669730353,476224.4203147226,384091.0440746756,148452.5371327885,482736.21194739593
359,239606.79261541262,620743.4302687886,492497.91340620903,396594.19430740934,138630.9327318272,491491.90251480916
360,232531.23233835193,556155.4300619359,447460.47929437645,368134.12139094836,144388.1087477251,460135.35651235224
361,232218.08513887334,523504.7388520806,470517.7227992909,370155.8051707652,147715.07540787704,476823.4036557041
362,249936.17445804595,645661.3556744247,512477.8714897712,404264.65147133055,148991.09256847386,464256.763165937
363,247329.930704732,577834.1149699595,535445.3672930029,390676.19651004986,155888.4427919397,436883.12679061526
364,219714.94703093494,598735.2171215985,465006.7845729993,381365.1967265066,152037.7370446864,471331.2978623136
365,218458.68982331047,574795.2824350281,495868.4677871965,374300.8563694261,140710.59209176243,441671.2497098331
366,220683.76307779716,625868.0447741501,513673.135813856,397355.3955111479,146867.42980156068,479684.6040883755
367,236313.9873147008,539194.2447372114,503931.4097492618,381700.7795224353,138987.20370130643,490077.05210969615
368,229990.8447048637,529864.7931435517,514843.9401614627,380108.9067475137,149348.62622126422,476496.3295064259
369,228285.5717912966,564828.3548990627,525950.4637778818,390887.30439590564,156198.44689906345,479173.6846122235
370,228010.54173774133,603377.4291645039,490063.12506010185,392134.8956975172,161761.83368126993,477461.54884396883
371,240213.91418580344,558840.1605399201,493083.8837966229,379216.9659468994,156588.51680441678,447358.3544077334
372,238556.24784152498,594674.7372431854,495188.93558677903,383865.6728975885,144826.60042779,446081.8433886632
373,247409.6294113482,592850.7318359854,482678.9032239147,383826.30245808273,138529.47045422797,457662.77736493736
374,237426.02038387296,583121.332393982,477400.46845880843,376335.6545539092,149540.37680720375,434190.074725679
375,237917.81632430095,598105.182930883,503768.72031526023,385575.6343491538,144065.09418004882,444021.3579952757
376,233082.21800380683,555155.354915293,530699.9474426826,388312.22993754025,146665.2509427298,475958.37838318903
377,238984.54230646807,559226.4309353409,495057.1040296997,384393.2989979624,150088.8313173503,478609.5864009529
378,232231.875508432,543766.8437257231,504972.2697925533,371501.83376383135,156311.70171184256,420226.47808060556
379,238273.72398204336,608648.2815730397,465240.45687399467,388203.87442621746,147782.654333806,481074.25536820345
380,232225.84987456977,605401.4702523701,526844.6674488757,398531.6495563239,149188.15507132848,478998.1051344754
381,237905.40836342043,587676.6780554968,471683.36299895355,383255.69006649416,149388.50429594147,469624.49661865854
382,248071.2989400073,562557.4925492322,429488.68320601067,373866.7308297757,151899.306880679,477316.87257294904
383,217222.5102899964,572171.8767556506,486965.8507701243,379198.62938846875,149975.1401461381,469657.76898043416
384,230075.76146073287,553432.1501600478,435914.7968928674,371565.47034842626,148717.399892573,489687.24333591014
385,241659.3021509854,600232.4168732832,513315.69623975875,407500.07581851317,156246.6455713781,526046.3182571601
386,239141.55010536133,597489.519090009,513429.48611114686,391520.7265974514,151667.28538743898,455875.79229330074
387,239231.991566246,611171.4247454233,501475.26711529674,394337.93515490537,147049.96184596032,472761.0305016004
388,243547.30109687327,605288.8983021344,488774.02924882167,396355.7983618661,153498.31201986317,490670.45114163804
389,231272.49717495724,602203.3067127329,460525.13324081677,380900.39846788533,155075.57929443495,455425.4759164846
390,229080.660301625,578049.5356327348,509436.23979125416,386191.278700959,153584.35885294576,460805.5989262352
391,210910.98237657486,610646.6018052002,467847.4745276023,379477.34805236716,141639.22557852778,466342.45597393037
392,230748.61633182754,591860.9420053608,500453.5261750195,385479.67907712614,144752.48183904373,459582.8290343791
393,231175.17352240346,580431.0978852104,502050.03971491434,386386.76499431266,157324.14845780047,460953.3653912343
394,233917.495572992,661295.9465340304,508894.10339157935,414653.1186385777,150039.24139732012,519118.80629696656
395,217990.33882651333,622965.5048853814,477301.80221005576,394860.41131355474,157341.82216447563,498702.58848134754
396,249592.4958803407,551208.2898871762,526247.0025788263,384578.78059956466,148189.1155374722,447656.9991140077
397,232497.67435675883,545254.9069755125,461903.0695491606,371526.06182081625,152538.0740640601,465436.584158589
398,255084.90036862547,547074.7018806245,509184.4416317977,388641.75934211584,145319.5167206184,486545.23610891314
399,231314.02325168898,534485.7113385596,492018.376896684,381283.15953322663,165161.9897049106,483435.6964742896
400,232930.0145407842,522868.635308862,479291.1835473254,368941.2039082596,152265.98243259915,457350.203711727
401,217170.1635060272,612000.04040809,491906.42268311983,389380.2820081839,154210.00152715918,471614.781916523
402,239081.49345883026,594622.3257223986,486029.3641939515,383137.65745708224,144822.58820356635,451132.5157066645
403,244458.26996781453,611273.8389283037,487352.2015880758,388578.33279081143,150440.41512769196,449366.9383421709
404,238346.71482691626,587726.855397467,476169.75434891065,379800.7127112472,149496.75183307455,447263.48714986764
405,232851.6264906363,567770.8554728196,493228.7673442166,374498.1566802593,143365.5267140158,435274.00737960776
406,234035.07803456535,557551.5115550045,446965.06304797734,369111.97188151116,143683.67162423875,463324.5351457699
407,246667.45831348415,607662.9871874601,502444.29131310526,399705.5337227974,149961.0204815936,491791.9113183437
408,233310.8657421947,552920.7346185739,484448.02807718044,376607.6638184261,143455.6908832691,468902.99977091217
409,228433.26456628987,570967.9129510403,490466.99398016115,381441.6870284195,152023.2061974347,465317.0574471715
410,236203.2696552029,619347.4937580606,487129.5785224785,391262.96333000285,154773.31386561395,458861.1608486583
411,223783.19020476125,553852.8966285981,496210.07779532747,378656.1884526912,145872.44022575623,473562.33740901283
412,234041.4052252575,565848.1363330968,483016.55836465326,378731.5145414554,152470.48560103212,458280.98718323756
413,230897.33640868435,555035.8347931182,477979.64533325325,384523.28276456683,153714.89678276115,504988.700505017
414,246575.94727518185,562187.9343668649,442202.4970185335,371912.05799343286,149830.7751925978,458763.13611398626
415,232899.02197238215,602974.2283843374,561130.0313350597,404366.4193419293,144705.93371724206,480122.8813006251
416,214010.8398059869,615495.3136833649,523679.5112878106,394096.8836394341,138007.14157615803,479291.61184384994
417,246725.72761331644,544307.2103816197,487650.5214537606,381433.3011958302,158386.55955986356,470096.48697059066
418,236148.7201377,610179.5612556016,503964.4994934701,386114.97289559944,150946.78359048677,429335.3000007389
419,217972.29820052892,593639.545297267,527763.4001628631,396457.9930335118,156855.3814840367,486059.3400228633
420,215840.01664299917,619315.1425719257,486243.4726556813,390081.2792969167,158149.50824911267,470858.2563648643
421,226584.0620495357,600091.9730771043,498159.680565594,393133.57278892084,157366.5593385895,483465.58891378064
422,231199.75086030888,617976.6285320756,479066.85164916643,388072.40971092373,152459.80690184585,459659.0106112218
423,223716.0901711558,586482.8397038846,480399.5028346196,378224.50286243204,147252.1349979287,453271.9466045714
424,222378.42541784834,566290.8556526279,509732.9009879678,380681.1535917821,140092.1526152932,464911.43328517326
425,246890.64492086152,568959.4917706143,473154.2032023633,378274.9623289353,139834.6013965346,462535.87035430275
426,227342.12921878934,566998.9782486797,486173.2448000235,376437.3054177313,143427.29407903703,458244.88074212696
427,223995.4627835406,629601.2340902789,515807.43641098647,409536.2452525828,150302.76104711732,527974.3319309906
428,245995.39531920638,542597.6240547778,485354.37144786277,382008.8578351923,145758.71009650963,490338.1882576048
429,245801.28205095444,547761.2575203131,522732.1469824444,379819.20845402835,142329.92417224942,440471.43154417997
430,231962.2233559644,608314.1428324325,519474.4939153579,396201.7829194964,150574.2619608881,470683.79253283894
431,245856.07022067133,646495.6485787311,472065.84103796736,398760.81546984066,149203.7281753272,480182.78933650604
432,242062.44271350215,550880.8560712988,482211.3599628812,388780.7789352754,156458.23816235294,512290.9977663417
433,225726.53393130153,599158.7686762112,444046.25163116615,376271.22612855304,158261.47687421014,454163.0995298762
434,229747.0506165455,536215.2391417575,485971.47357496945,363458.8167215305,136888.5674864731,428471.75278790697
435,259684.8844405058,525871.8216487746,477632.76549965533,377508.7624057571,144384.36177080063,479969.9786690493
436,231981.99600516257,580938.7098137954,464954.15795719187,375332.9934585373,155994.8656246062,442795.23789193033
437,234643.53522609864,575630.5060822715,503728.21136486065,384021.47878625133,149180.75359057373,456924.38766745216
438,228642.02261215475,520748.76926825533,512547.6074663369,369739.30732819124,144998.9325758769,441759.20471833233
439,242177.2226349269,591101.8093318888,495233.8329237615,393564.71216499683,147384.8259587916,491925.86997561535
440,233769.81499841344,589622.6034515812,541059.598879228,396130.63416142965,145431.0807252264,470770.0727526991
441,223565.07149132987,586153.9189375805,481713.1743039029,382343.2935829266,152803.13791671826,467481.1652651015
442,234784.32072551097,635604.4200969044,487035.15528495284,400421.2984341661,148050.0672247363,496632.5288387259
443,233537.21922486613,595502.61184144,522989.857356387,396574.6052241288,146668.7130258947,484174.6246720561
444,245499.14232865672,568164.2460978297,522843.3286772448,398176.3296852499,145435.63773906569,508939.29358345235
445,234801.53923692886,571105.9861142811,498904.13090650906,380514.41541301017,152348.7531819472,445411.66762538423
446,236622.15163786657,574123.9196753534,504249.73209835734,389551.7508031819,149441.0991665188,483321.8514378132
447,252198.48571155278,586434.3238994195,514352.04784536175,401843.9559593463,151999.25439334623,504235.66794705123
448,231906.92954207995,549124.7580215919,468541.40495545446,370495.92342058476,153126.3427533286,449780.1818304686
449,231290.08920467194,604826.1645000747,491145.79846323834,388205.2624618685,153132.47058472637,460631.78955663124
450,240226.66252755953,592109.9894394001,493798.12756224873,393240.8132195716,153665.755037008,486403.5315316414
451,229286.80152719704,602174.1334845017,491162.20582688495,399574.102120594,152102.99541732724,523144.37434705894
452,243166.9587657762,568119.4641617078,435378.38810913824,378050.8712166297,141799.2922505045,501790.2527960216
453,209406.87325930997,601336.4353335325,502439.1899356239,385579.95618573914,152468.952911725,462248.32948850427
454,237229.00541885963,613012.2797296913,467957.9259126857,389830.73485609016,153021.12861222503,477933.33460698894
455,229081.99597279335,583770.3662729473,483529.3190706698,389781.45438779943,151599.64925808416,500925.94136450224
456,239210.64452471412,588921.9807664983,485550.51897732547,399360.2830725333,153612.08115196918,529506.1899421593
457,219700.08551873037,596708.8493992871,553624.9374081737,401300.9560770943,146460.79124561496,490010.11681366526
458,224888.02832714946,575996.4612637042,509045.07501984463,395128.93412134727,150402.55030200753,515312.5556940302
459,228003.90318715278,599192.8891296468,506490.5024853448,388139.090550918,146803.4513560911,460204.70659635443
460,234323.94272479642,598503.4064133433,498746.0172206544,391692.7317040804,150958.37741076652,475931.9147508413
461,252429.76115021875,543615.1569186761,481814.8405095006,378556.7928333653,150820.3650668032,464103.84052162786
462,226200.06829929902,616596.1370311478,500634.4756903061,385808.4312263456,127771.591158585,457839.88395239
463,238650.55268182815,616936.2595994564,478654.58439143666,385412.71048704116,134978.4246218872,457843.73114059743
464,226924.10429464778,577415.5241156791,498119.41604555555,387380.8567653715,159441.53558728076,475003.70378369396
465,231410.482722366,608977.631285723,537986.6832094749,393342.1933667569,152065.53672724965,436270.6328889706
466,239987.1481882959,585549.2478534473,523165.0228228618,392836.79801615636,155390.66147952218,460091.90973665455
467,228077.51666000937,583827.469948988,534686.6582243441,393982.60166379804,149236.52733265187,474084.8361529967
468,228340.19930532327,533162.8872686416,458390.2119658395,370556.33126613824,146776.709847174,486111.6479437124
469,227692.7457271962,557631.9563323789,496449.81931011763,382659.38691171503,153381.79112754532,478140.622061337
470,230023.01796789368,649591.4002806868,469868.2365071543,401858.9011393378,153383.94366925175,506427.9072717023
471,236096.69402046432,586777.3635186529,545303.7725009264,399176.3835222444,152006.84351917106,475697.24405200727
472,255715.40244171527,553016.3243468982,493269.44020220917,386844.65570456313,147614.41176367924,484607.69976831356
473,242698.19221017178,555483.7483648298,480295.7297348794,379360.1900719513,162803.57269856113,455519.7073513143
474,228325.7356392677,570710.2077364153,474974.43644709187,379458.98658513266,148389.92080218878,474894.6323006997
475,237342.01850823624,513588.55580401403,470601.321894853,365484.6713152165,150591.46949846216,455299.9908705173
476,239343.69864592812,537567.9261271181,485501.870859187,378037.4998684917,155056.84201672897,472717.16169349634
477,233165.01181356955,623409.0053814908,485505.6239274774,386684.86310766765,146033.63077028297,445311.0436455173
478,229842.45811313746,608634.3437020654,527572.7920193867,393724.1135327107,149858.043229023,452712.93059994094
479,233136.32685371247,616725.1616414238,478279.4797841658,393680.8230820935,149711.80456514878,490551.3425660165
480,228278.43181340492,559731.4365543462,479510.6954265076,377457.2199983586,144678.38880347027,475087.14739406365
481,230044.44845377616,570165.7678298391,502483.5677679267,380146.3634579296,140973.27717045895,457064.756067647
482,235322.61286680683,520831.7593949462,503123.3430960565,375854.52771829657,145258.4624765528,474736.46075712034
483,234683.63949512085,521128.80787832465,530045.9976563882,378024.0153415795,143400.8951300379,460860.7365480256
484,235834.69019712936,611112.3663517544,493134.51493782765,394047.8794071311,146323.12771448307,483834.6978344609
485,238807.56725686524,527219.309686421,540163.5138363898,389840.27735512715,152463.6889748444,490547.3070211155
486,243563.30505629085,517735.3194829811,472725.4234619916,369146.1313939295,148427.76781142855,463278.8411569553
487,239231.32822412628,532381.0656643971,489895.3414055324,373981.94731923426,145882.32828364454,462519.6730184709
488,239408.60504806897,551895.4447831876,513664.3021226137,386989.5498945349,142479.6260248888,487499.77149391547
489,230693.18757512327,553045.5426507097,490185.1946586976,382197.6120557792,148125.15836216474,488938.9770322006
490,212947.7466066605,569055.3398670739,511240.6393466729,379399.11361843697,152053.0883113945,451698.7539603829
491,220539.45214358068,597904.5001192704,465840.39730894554,383615.2398065523,156458.17198059155,477333.6774803731
492,238672.19752284966,575033.4277321307,510473.39779436466,391267.86432639224,147986.37054498686,484173.92803762923
493,235192.00359044626,561892.1213892287,489636.5252845359,378430.40231710626,139776.036027939,465655.32529338135
494,230318.69888250923,578108.7077789363,466490.559326613,369718.6422726583,152709.11447463193,420966.13090060075
495,244263.0382432505,646567.552278605,483365.9271651694,396429.9272403107,138430.57273374434,469522.54578078404
496,230644.6534722153,592645.9408431747,511505.3031631278,386749.24162257137,148984.3088667835,449966.00176755525
497,233161.19851273127,575484.1089340944,486916.2538877446,379760.61588094186,159710.5006115062,443531.0174586326
498,237179.0297597773,607764.6582701928,479083.98175852455,385311.93271252234,144379.47754191657,458152.5162322002
499,241796.98324903878,517124.1564381369,505394.3938774427,376769.83841001807,148379.48150511546,471154.17698035645
